  S0     S1     E      O      M     CCS    YGC     YGCT    FGC    FGCT     GCT   
 62.74   3.21  97.57  25.03  95.67  94.34    327   14.468    13    7.482   21.951
  0.00  37.10  34.03  31.56  95.68  94.34    327   14.513    13    7.482   21.996
  0.00  37.10  85.65  31.56  95.68  94.34    327   14.513    13    7.482   21.996
 62.96   0.00  29.86  32.72  95.68  94.34    328   14.540    13    7.482   22.022
 62.96   0.00  79.79  32.72  95.68  94.34    328   14.540    13    7.482   22.022
  0.00  71.79  23.93  34.51  95.68  94.34    329   14.576    13    7.482   22.058
  0.00  71.79  75.77  34.51  95.68  94.34    329   14.576    13    7.482   22.058
 70.57   0.00  17.96  36.70  95.68  94.34    330   14.617    13    7.482   22.099
 70.57   0.00  67.87  36.70  95.68  94.34    330   14.617    13    7.482   22.099
  0.00  79.05   9.99  38.75  95.68  94.34    331   14.664    13    7.482   22.147
  0.00  79.05  59.92  38.75  95.68  94.34    331   14.664    13    7.482   22.147
 70.23   0.00   2.00  41.10  95.68  94.34    332   14.710    13    7.482   22.192
 70.23   0.00  53.95  41.10  95.68  94.34    332   14.710    13    7.482   22.192
 70.23   7.11 100.00  41.29  95.68  94.34    333   14.710    13    7.482   22.192
  0.00  69.43  36.64  43.13  95.68  94.34    333   14.770    13    7.482   22.252
  0.00  69.43  64.62  43.13  95.68  94.34    333   14.770    13    7.482   22.252
  0.00  69.43  94.08  43.13  95.68  94.34    333   14.770    13    7.482   22.252
 55.81   0.00  32.04  50.95  95.68  94.34    334   14.822    13    7.482   22.304
 55.81   0.00  79.67  50.95  95.68  94.34    334   14.822    13    7.482   22.304
  0.00  51.19  23.88  52.52  95.68  94.34    335   14.849    13    7.482   22.331
  0.00  51.19  73.63  52.52  95.68  94.34    335   14.849    13    7.482   22.331
 77.46   0.00  15.95  53.94  95.68  94.34    336   14.884    13    7.482   22.367
 77.46   0.00  65.79  53.94  95.68  94.34    336   14.884    13    7.482   22.367
  0.00  98.92   7.98  56.15  95.68  94.34    337   14.926    13    7.482   22.408
  0.00  98.92  55.88  56.15  95.68  94.34    337   14.926    13    7.482   22.408
 84.29   0.00   0.00  58.22  95.68  94.34    338   14.972    13    7.482   22.454
 84.29   0.00  47.93  58.22  95.68  94.34    338   14.972    13    7.482   22.454
 84.29   0.00  99.86  58.22  95.68  94.34    339   14.972    13    7.482   22.454
  0.00  70.83  39.96  60.59  95.68  94.34    339   15.023    13    7.482   22.505
  0.00  70.83  89.92  60.59  95.68  94.34    339   15.023    13    7.482   22.505
 77.08   0.00  27.98  62.64  95.68  94.34    340   15.084    13    7.482   22.567
 77.08   0.00  70.61  62.64  95.68  94.34    340   15.084    13    7.482   22.567
 77.08   0.00  87.76  62.64  95.68  94.34    340   15.084    13    7.482   22.567
  0.00  99.95  15.74  68.04  95.68  94.34    341   15.156    13    7.482   22.639
  0.00  99.95  67.56  68.04  95.68  94.34    341   15.156    13    7.482   22.639
 39.32   0.00  11.94  69.85  95.68  94.34    342   15.186    13    7.482   22.668
 39.32   0.00  67.66  69.85  95.68  94.34    342   15.186    13    7.482   22.668
  0.00  39.79  13.95  70.97  95.68  94.34    343   15.217    13    7.482   22.699
  0.00  39.79  69.77  70.97  95.68  94.34    343   15.217    13    7.482   22.699
 47.55   0.00  17.96  72.86  95.68  94.34    344   15.257    13    7.482   22.739
 47.55   0.00  67.86  72.86  95.68  94.34    344   15.257    13    7.482   22.739
  0.00  47.72   7.99  74.75  95.68  94.34    345   15.301    13    7.482   22.783
  0.00  47.72  61.92  74.75  95.68  94.34    345   15.301    13    7.482   22.783
 46.41   0.00   5.99  76.95  95.68  94.34    346   15.344    13    7.482   22.827
 46.41   0.00  59.95  76.95  95.68  94.34    346   15.344    13    7.482   22.827
  0.00  44.45   2.00  78.84  95.68  94.34    347   15.396    13    7.482   22.878
  0.00  44.45  55.97  78.84  95.68  94.34    347   15.396    13    7.482   22.878
 59.41   0.00   0.00  80.75  95.68  94.34    348   15.451    13    7.482   22.933
 59.41   0.00  39.37  80.75  95.68  94.34    348   15.451    13    7.482   22.933
 59.41   0.00  59.07  80.75  95.68  94.34    348   15.451    13    7.482   22.933
  0.00  18.63  12.58  87.88  95.68  94.34    349   15.496    13    7.482   22.979
  0.00  18.63  50.29  87.88  95.68  94.34    349   15.496    13    7.482   22.979
  0.00  18.63 100.00  87.88  95.68  94.34    350   15.496    13    7.482   22.979
 46.58   0.00  47.76  88.62  95.68  94.34    350   15.524    13    7.482   23.006
 46.58   0.00  99.50  88.62  95.68  94.34    351   15.524    13    7.482   23.006
  0.00  53.76  43.86  90.34  95.68  94.34    351   15.563    13    7.482   23.045
  0.00  53.76  97.68  90.34  95.68  94.34    352   15.563    13    7.482   23.045
 54.37   0.00  39.92  92.46  95.68  94.34    352   15.605    13    7.482   23.087
 54.37   3.71 100.00  92.59  95.68  94.34    353   15.605    13    7.482   23.087
  0.00  62.50  45.94  94.42  95.68  94.34    353   15.652    13    7.482   23.134
  0.00  62.50  97.87  94.42  95.68  94.34    354   15.652    13    7.482   23.134
 58.33   0.00   0.00  96.71  95.68  94.34    354   15.701    14    7.482   23.183
 58.33   0.00   0.00  96.71  95.68  94.34    354   15.701    14    7.482   23.183
  0.00   0.00  33.97   9.40  95.68  94.34    354   15.701    14    8.067   23.768
  0.00   0.00  85.92   9.40  95.68  94.34    354   15.701    14    8.067   23.768
  0.00  57.41  31.98   9.40  95.68  94.34    355   15.731    14    8.067   23.798
  0.00  57.41  74.63   9.40  95.68  94.34    355   15.731    14    8.067   23.798
  0.00  57.41  96.80   9.40  95.68  94.34    355   15.731    14    8.067   23.798
 99.96   0.00  23.27  12.62  95.68  94.34    356   15.808    14    8.067   23.875
 99.96   0.00  67.95  12.62  95.68  94.34    356   15.808    14    8.067   23.875
  0.00  98.07  17.96  13.94  95.68  94.34    357   15.830    14    8.067   23.897
  0.00  98.07  73.68  13.94  95.68  94.34    357   15.830    14    8.067   23.897
 39.52   0.00  23.92  14.69  95.68  94.34    358   15.856    14    8.067   23.923
 39.52   0.00  77.93  14.69  95.68  94.34    358   15.856    14    8.067   23.923
  0.00  98.20  23.95  16.47  95.68  94.34    359   15.894    14    8.067   23.961
  0.00  98.20  81.83  16.47  95.68  94.34    359   15.894    14    8.067   23.961
 48.14   0.00  23.97  18.25  95.68  94.34    360   15.938    14    8.067   24.005
 48.14   0.00  77.89  18.25  95.68  94.34    360   15.938    14    8.067   24.005
  0.00  43.23  25.98  20.33  95.68  94.34    361   15.980    14    8.067   24.047
  0.00  43.23  79.93  20.33  95.68  94.34    361   15.980    14    8.067   24.047
 44.34   0.00  23.99  22.11  95.68  94.34    362   16.030    14    8.067   24.097
 44.34   0.00  77.96  22.11  95.68  94.34    362   16.030    14    8.067   24.097
  0.00  46.88  18.69  23.90  95.68  94.34    363   16.081    14    8.067   24.148
  0.00  46.88  57.38  23.90  95.68  94.34    363   16.081    14    8.067   24.148
  0.00  46.88  77.15  23.90  95.68  94.34    363   16.081    14    8.067   24.148
 35.35   0.00  33.65  31.16  95.68  94.34    364   16.130    14    8.067   24.197
 35.35   0.00  71.35  31.16  95.68  94.34    364   16.130    14    8.067   24.197
  0.00  34.41  17.91  32.46  95.68  94.34    365   16.154    14    8.067   24.221
  0.00  34.41  71.63  32.46  95.68  94.34    365   16.154    14    8.067   24.221
 57.62   0.00  15.95  33.70  95.68  94.34    366   16.186    14    8.067   24.253
 57.62   0.00  69.77  33.70  95.68  94.34    366   16.186    14    8.067   24.253
  0.00  52.89  13.97  35.69  95.68  94.34    367   16.225    14    8.067   24.292
  0.00  52.89  64.20  35.69  95.68  94.34    367   16.225    14    8.067   24.292
 65.30   0.00   7.99  37.55  95.68  94.34    368   16.269    14    8.067   24.336
 65.30   0.00  61.91  37.55  95.68  94.34    368   16.269    14    8.067   24.336
  0.00  56.75   4.00  39.71  95.68  94.34    369   16.314    14    8.067   24.381
  0.00  56.75  55.95  39.71  95.68  94.34    369   16.314    14    8.067   24.381
 32.59  56.75 100.00  40.74  95.68  94.34    370   16.314    14    8.067   24.381
 60.88   0.00  45.97  41.58  95.68  94.34    370   16.372    14    8.067   24.439
 60.88   0.00  91.96  41.58  95.68  94.34    370   16.372    14    8.067   24.439
  0.00 100.00   8.00  43.72  95.68  94.34    371   16.440    14    8.067   24.507
  0.00 100.00  48.08  43.72  95.68  94.34    371   16.440    14    8.067   24.507
  0.00 100.00  94.83  43.72  95.68  94.34    371   16.440    14    8.067   24.507
 18.47   0.00  43.95  45.92  95.70  94.34    372   16.470    14    8.067   24.537
 18.47   0.00  97.88  45.92  95.70  94.34    373   16.470    14    8.067   24.537
  0.00  44.03  45.96  46.53  95.70  94.34    373   16.497    14    8.067   24.564
  0.00  44.03  99.92  46.53  95.70  94.34    374   16.497    14    8.067   24.564
 55.65   0.00  45.98  48.33  95.70  94.34    374   16.534    14    8.067   24.601
 55.65   0.00  97.95  48.33  95.70  94.34    375   16.534    14    8.067   24.601
  0.00  54.19  43.99  50.14  95.70  94.34    375   16.578    14    8.067   24.645
  0.00  54.19  97.97  50.14  95.70  94.34    376   16.578    14    8.067   24.645
 53.79   0.00  41.99  52.26  95.70  94.34    376   16.621    14    8.067   24.688
 53.79  27.21 100.00  53.23  95.70  94.34    377   16.621    14    8.067   24.688
  0.00  50.59  49.99  54.07  95.70  94.34    377   16.672    14    8.067   24.739
  8.22  50.59 100.00  54.33  95.70  94.34    378   16.672    14    8.067   24.739
 58.51   0.00  40.00  55.91  95.70  94.34    378   16.724    14    8.067   24.791
 58.51   0.00  58.00  55.91  95.70  94.34    378   16.724    14    8.067   24.791
 58.51   0.00  86.94  55.91  95.70  94.34    379   16.724    14    8.067   24.791
  0.00  38.16  34.68  62.37  95.70  94.34    379   16.772    14    8.067   24.839
  0.00  38.16  86.30  62.37  95.70  94.34    379   16.772    14    8.067   24.839
 47.24   0.00  33.84  63.63  95.70  94.34    380   16.799    14    8.067   24.866
 47.24   0.00  83.60  63.63  95.70  94.34    380   16.799    14    8.067   24.866
  0.00  61.78  27.91  65.09  95.70  94.34    381   16.835    14    8.067   24.902
  0.00  61.78  79.75  65.09  95.70  94.34    381   16.835    14    8.067   24.902
 64.85   0.00  23.95  67.13  95.70  94.34    382   16.877    14    8.067   24.944
 64.85   0.00  73.85  67.13  95.70  94.34    382   16.877    14    8.067   24.944
  0.00  71.37  15.98  69.02  95.70  94.34    383   16.924    14    8.067   24.991
  0.00  71.37  69.91  69.02  95.70  94.34    383   16.924    14    8.067   24.991
 66.33   0.00  11.99  71.20  95.70  94.34    384   16.971    14    8.067   25.038
 66.33   0.00  61.95  71.20  95.70  94.34    384   16.971    14    8.067   25.038
  0.00  64.34   2.00  73.09  95.70  94.34    385   17.025    14    8.067   25.092
  0.00  64.34  48.64  73.09  95.70  94.34    385   17.025    14    8.067   25.092
  0.00  64.34  84.62  73.09  95.70  94.34    385   17.025    14    8.067   25.092
100.00   0.00   8.35  76.59  95.70  94.34    386   17.098    14    8.067   25.165
100.00   0.00  57.48  76.59  95.70  94.34    386   17.098    14    8.067   25.165
  0.00  97.02   0.00  77.72  95.70  94.34    387   17.120    14    8.067   25.187
  0.00  97.02  51.83  77.72  95.70  94.34    387   17.120    14    8.067   25.187
 41.60   0.00   1.99  78.49  95.70  94.34    388   17.149    14    8.067   25.216
 41.60   0.00  55.82  78.49  95.70  94.34    388   17.149    14    8.067   25.216
  0.00  98.92   2.00  80.29  95.70  94.34    389   17.190    14    8.067   25.257
  0.00  98.92  55.88  80.29  95.70  94.34    389   17.190    14    8.067   25.257
 50.23   0.00   0.00  82.09  95.70  94.34    390   17.234    14    8.067   25.301
 50.23   0.00  53.93  82.09  95.70  94.34    390   17.234    14    8.067   25.301
 50.23  32.26 100.00  83.66  95.70  94.34    391   17.234    14    8.067   25.301
  0.00  45.30  53.95  84.18  95.70  94.34    391   17.279    14    8.067   25.346
 28.03  45.30 100.00  85.27  95.70  94.34    392   17.279    14    8.067   25.346
 46.97   0.00  49.97  85.99  95.70  94.34    392   17.331    14    8.067   25.398
 46.97   7.53 100.00  86.24  95.70  94.34    393   17.331    14    8.067   25.398
  0.00  49.11  38.68  87.78  95.70  94.34    393   17.387    14    8.067   25.454
  0.00  49.11  59.01  87.78  95.70  94.34    393   17.387    14    8.067   25.454
  0.00  49.11  95.46  87.78  95.70  94.34    394   17.387    14    8.067   25.454
 33.65   0.00  38.84  94.23  95.70  94.34    394   17.435    14    8.067   25.502
 33.65   0.00  90.45  94.23  95.70  94.34    394   17.435    14    8.067   25.502
  0.00   0.00  15.92   1.66  95.70  94.34    395   17.464    15    8.166   25.630
  0.00   0.00  69.66   1.66  95.70  94.34    395   17.464    15    8.166   25.630
 60.70   0.00  13.96   1.66  95.70  94.34    396   17.487    15    8.166   25.653
 60.70   0.00  67.78   1.66  95.70  94.34    396   17.487    15    8.166   25.653
  0.00  55.62  11.98   3.72  95.70  94.34    397   17.525    15    8.166   25.691
  0.00  55.62  63.87   3.72  95.70  94.34    397   17.525    15    8.166   25.691
 67.21   0.00   5.99   5.66  95.70  94.34    398   17.569    15    8.166   25.735
 67.21   0.00  57.92   5.66  95.70  94.34    398   17.569    15    8.166   25.735
  0.00  58.38   2.00   7.89  95.70  94.34    399   17.612    15    8.166   25.778
  0.00  58.38  53.95   7.89  95.70  94.34    399   17.612    15    8.166   25.778
 25.15  58.38 100.00   8.68  95.70  94.34    400   17.612    15    8.166   25.778
 62.82   0.00  45.97   9.83  95.70  94.34    400   17.670    15    8.166   25.835
 62.82   0.00  84.62   9.83  95.70  94.34    400   17.670    15    8.166   25.835
  0.00 100.00   0.00  12.72  95.70  94.34    401   17.736    15    8.166   25.901
  0.00 100.00  47.36  12.72  95.70  94.34    401   17.736    15    8.166   25.901
  0.00 100.00  89.15  12.72  95.70  94.34    401   17.736    15    8.166   25.901
 25.18   0.00  35.70  14.45  95.70  94.34    402   17.762    15    8.166   25.927
 25.18   0.00  91.22  14.45  95.70  94.34    402   17.762    15    8.166   25.927
  0.00  42.73  39.78  15.28  95.70  94.34    403   17.788    15    8.166   25.953
  0.00  42.73  93.49  15.28  95.70  94.34    403   17.788    15    8.166   25.953
 52.55   0.00  37.86  17.14  95.70  94.34    404   17.826    15    8.166   25.992
 52.55   0.00  91.67  17.14  95.70  94.34    404   17.826    15    8.166   25.992
  0.00  51.87  37.91  18.99  95.70  94.34    405   17.868    15    8.166   26.034
  0.00  51.87  91.79  18.99  95.70  94.34    405   17.868    15    8.166   26.034
 51.70   0.00  35.95  21.16  95.70  94.34    406   17.910    15    8.166   26.076
 51.70   0.00  87.87  21.16  95.70  94.34    406   17.910    15    8.166   26.076
  0.00  48.67  27.97  23.02  95.70  94.34    407   17.967    15    8.166   26.132
  0.00  48.67  81.92  23.02  95.70  94.34    407   17.967    15    8.166   26.132
 55.46   0.00  15.99  24.91  95.70  94.34    408   18.028    15    8.166   26.194
 55.46   0.00  47.97  24.91  95.70  94.34    408   18.028    15    8.166   26.194
 55.46   0.00  79.05  24.91  95.70  94.34    408   18.028    15    8.166   26.194
  0.00  31.65  12.44  31.57  95.70  94.34    409   18.073    15    8.166   26.238
  0.00  31.65  64.05  31.57  95.70  94.34    409   18.073    15    8.166   26.238
 52.26   0.00   7.96  32.71  95.70  94.34    410   18.099    15    8.166   26.264
 52.26   0.00  61.70  32.71  95.70  94.34    410   18.099    15    8.166   26.264
  0.00  59.44   3.99  34.41  95.70  94.34    411   18.136    15    8.166   26.302
  0.00  59.44  57.82  34.41  95.70  94.34    411   18.136    15    8.166   26.302
 61.19   0.00   2.00  36.50  95.70  94.34    412   18.176    15    8.166   26.342
 61.19   0.00  51.89  36.50  95.70  94.34    412   18.176    15    8.166   26.342
 61.19  22.92 100.00  36.92  95.70  94.34    413   18.176    15    8.166   26.342
  0.00  68.45  45.94  38.43  95.70  94.34    413   18.221    15    8.166   26.386
  0.00  68.45  97.87  38.43  95.70  94.34    414   18.221    15    8.166   26.386
 65.21   0.00  41.96  40.68  95.70  94.34    414   18.267    15    8.166   26.432
 65.21  12.89 100.00  41.07  95.70  94.34    415   18.267    15    8.166   26.432
  0.00  62.42  39.98  42.62  95.70  94.34    415   18.327    15    8.166   26.492
  0.00  62.42  75.96  42.62  95.70  94.34    415   18.327    15    8.166   26.492
  0.00  62.42  94.85  42.62  95.70  94.34    415   18.327    15    8.166   26.492
100.00   0.00  50.19  47.41  95.70  94.34    416   18.395    15    8.166   26.560
100.00   0.00  89.89  47.41  95.70  94.34    416   18.395    15    8.166   26.560
  0.00  96.63  37.81  49.19  95.70  94.34    417   18.421    15    8.166   26.587
  0.00  96.63  95.53  49.19  95.70  94.34    417   18.421    15    8.166   26.587
 36.98   0.00  45.85  50.09  95.70  94.34    418   18.449    15    8.166   26.614
 36.98   0.00 100.00  50.09  95.70  94.34    419   18.449    15    8.166   26.614
  0.00  98.90  47.90  51.91  95.70  94.34    419   18.487    15    8.166   26.653
  0.51  98.90 100.00  51.93  95.70  94.34    420   18.487    15    8.166   26.653
 44.42   0.00  47.94  53.72  95.70  94.34    420   18.529    15    8.166   26.695
  0.00  40.19   0.00  55.84  95.70  94.34    421   18.572    15    8.166   26.737
  0.00  40.19  49.96  55.84  95.70  94.34    421   18.572    15    8.166   26.737
 41.04   0.00   0.00  57.66  95.70  94.34    422   18.622    15    8.166   26.788
 41.04   0.00  49.97  57.66  95.70  94.34    422   18.622    15    8.166   26.788
 41.04   8.89 100.00  58.01  95.70  94.34    423   18.622    15    8.166   26.788
  0.00  43.23  41.98  59.47  95.70  94.34    423   18.673    15    8.166   26.838
  0.00  43.23  63.17  59.47  95.70  94.34    423   18.673    15    8.166   26.838
  0.00  43.23  93.45  59.47  95.70  94.34    424   18.673    15    8.166   26.838
 33.28   0.00  45.92  66.94  95.70  94.34    424   18.722    15    8.166   26.888
 33.28   0.00  97.52  66.94  95.70  94.34    425   18.722    15    8.166   26.888
  0.00  31.88  45.77  68.30  95.70  94.34    425   18.747    15    8.166   26.913
  0.00  31.88  97.51  68.30  95.70  94.34    426   18.747    15    8.166   26.913
 54.10   0.00  45.85  69.55  95.70  94.34    426   18.781    15    8.166   26.947
 54.10   0.00  99.67  69.55  95.70  94.34    427   18.781    15    8.166   26.947
  0.00  49.74  43.91  71.58  95.70  94.34    427   18.822    15    8.166   26.988
 33.44  49.74 100.00  72.50  95.70  94.34    428   18.822    15    8.166   26.988
 62.57   0.00  49.93  73.48  95.70  94.34    428   18.867    15    8.166   27.033
 62.57   4.60 100.00  73.65  95.70  94.34    429   18.867    15    8.166   27.033
  0.00  53.78  45.96  75.69  95.70  94.34    429   18.915    15    8.166   27.080
  0.00  53.78  97.91  75.69  95.70  94.34    430   18.915    15    8.166   27.080
 58.18   0.00  35.98  77.60  95.70  94.34    430   18.976    15    8.166   27.141
 58.18   0.00  83.95  77.60  95.70  94.34    430   18.976    15    8.166   27.141
  0.00  93.23  10.00  79.51  95.70  94.34    431   19.037    15    8.166   27.203
  0.00  93.23  43.14  79.51  95.70  94.34    431   19.037    15    8.166   27.203
  0.00  93.23  80.06  79.51  95.70  94.34    431   19.037    15    8.166   27.203
 13.62   0.00  25.99  81.94  95.70  94.34    432   19.069    15    8.166   27.234
 13.62   0.00  77.97  81.94  95.70  94.34    432   19.069    15    8.166   27.234
  0.00  98.56  23.99  82.40  95.70  94.34    433   19.096    15    8.166   27.262
  0.00  98.56  75.98  82.40  95.70  94.34    433   19.096    15    8.166   27.262
 58.52   0.00  20.00  84.33  95.70  94.34    434   19.139    15    8.166   27.305
 58.52   0.00  71.99  84.33  95.70  94.34    434   19.139    15    8.166   27.305
  0.00  65.13  12.00  86.26  95.70  94.34    435   19.185    15    8.166   27.351
  0.00  65.13  63.99  86.26  95.70  94.34    435   19.185    15    8.166   27.351
 58.16   0.00   8.00  88.50  95.70  94.34    436   19.231    15    8.166   27.397
 58.16   0.00  60.00  88.50  95.70  94.34    436   19.231    15    8.166   27.397
  0.00  59.08   0.00  90.43  95.70  94.34    437   19.286    15    8.166   27.452
  0.00  59.08  52.00  90.43  95.70  94.34    437   19.286    15    8.166   27.452
 15.74  59.08 100.00  90.92  95.70  94.34    438   19.286    15    8.166   27.452
 62.74   0.00  36.00  92.37  95.70  94.34    438   19.341    15    8.166   27.507
 62.74   0.00  60.13  92.37  95.70  94.34    438   19.341    15    8.166   27.507
  0.00  36.86   0.00  99.08  95.70  94.34    439   19.392    16    8.166   27.557
  0.00  36.86   0.00  99.08  95.70  94.34    439   19.392    16    8.166   27.557
  0.00  36.86   0.00  99.08  95.70  94.34    439   19.392    16    8.166   27.557
  0.00   0.00   0.00  16.89  95.70  94.34    439   19.392    16    8.968   28.360
  0.00   0.00  38.00  16.89  95.70  94.34    439   19.392    16    8.968   28.360
  0.00   0.00  87.63  16.89  95.70  94.34    439   19.392    16    8.968   28.360
 62.96   0.00  31.85  21.36  95.70  94.34    440   19.419    16    8.968   28.387
 62.96   0.00  81.77  21.36  95.70  94.34    440   19.419    16    8.968   28.387
  0.00  71.88  25.92  23.00  95.70  94.34    441   19.454    16    8.968   28.423
  0.00  71.88  77.76  23.00  95.70  94.34    441   19.454    16    8.968   28.423
 70.57   0.00  19.96  25.00  95.70  94.34    442   19.495    16    8.968   28.464
 70.57   0.00  71.86  25.00  95.70  94.34    442   19.495    16    8.968   28.464
  0.00  79.14  11.98  26.86  95.70  94.34    443   19.541    16    8.968   28.509
  0.00  79.14  63.92  26.86  95.70  94.34    443   19.541    16    8.968   28.509
 70.23   0.00   5.99  29.01  95.70  94.34    444   19.586    16    8.968   28.554
 70.23   0.00  57.95  29.01  95.70  94.34    444   19.586    16    8.968   28.554
 70.23  35.36 100.00  29.94  95.70  94.34    445   19.586    16    8.968   28.554
  0.00  69.52  40.64  30.86  95.70  94.34    445   19.647    16    8.968   28.615
  0.00  69.52  66.62  30.86  95.70  94.34    445   19.647    16    8.968   28.615
  0.00  69.52  96.08  30.86  95.70  94.34    445   19.647    16    8.968   28.615
 55.76   0.00  34.03  37.99  95.70  94.34    446   19.698    16    8.968   28.667
 55.76   0.00  81.66  37.99  95.70  94.34    446   19.698    16    8.968   28.667
  0.00  51.19  27.86  39.42  95.70  94.34    447   19.724    16    8.968   28.692
  0.00  51.19  79.60  39.42  95.70  94.34    447   19.724    16    8.968   28.692
 77.46   0.00  19.93  40.72  95.70  94.34    448   19.758    16    8.968   28.726
 77.46   0.00  71.77  40.72  95.70  94.34    448   19.758    16    8.968   28.726
  0.00  98.80  13.97  42.74  95.70  94.34    449   19.798    16    8.968   28.767
  0.00  98.80  63.86  42.74  95.70  94.34    449   19.798    16    8.968   28.767
 84.29   0.00   5.99  44.62  95.70  94.34    450   19.845    16    8.968   28.813
 84.29   0.00  57.92  44.62  95.70  94.34    450   19.845    16    8.968   28.813
  0.00  70.75   0.00  46.78  95.70  94.34    451   19.891    16    8.968   28.859
  0.00  70.75  49.96  46.78  95.70  94.34    451   19.891    16    8.968   28.859
  0.00  70.75  99.91  46.78  95.70  94.34    452   19.891    16    8.968   28.859
 77.18   0.00  39.98  48.65  95.70  94.34    452   19.945    16    8.968   28.913
 77.18   0.00  76.61  48.65  95.70  94.34    452   19.945    16    8.968   28.913
 77.18  49.63  95.64  51.87  95.70  94.34    453   19.945    16    8.968   28.913
  0.00  99.95  45.73  53.57  95.70  94.34    453   20.014    16    8.968   28.983
  0.00  99.95  89.39  53.57  95.70  94.34    453   20.014    16    8.968   28.983
 39.40   0.00  37.81  55.22  95.70  94.34    454   20.042    16    8.968   29.011
 39.40   0.00  93.53  55.22  95.70  94.34    454   20.042    16    8.968   29.011
  0.00  39.79  41.86  56.25  95.70  94.34    455   20.072    16    8.968   29.040
  0.00  39.79  97.68  56.25  95.70  94.34    455   20.072    16    8.968   29.040
 47.55   0.00  31.93  57.97  95.70  94.34    456   20.110    16    8.968   29.079
 47.55   0.00  84.18  57.97  95.70  94.34    456   20.110    16    8.968   29.079
  0.00  47.77  29.96  59.69  95.70  94.34    457   20.155    16    8.968   29.123
  0.00  47.77  83.88  59.69  95.70  94.34    457   20.155    16    8.968   29.123
 46.47   0.00  27.98  61.70  95.70  94.34    458   20.199    16    8.968   29.167
 46.47   0.00  81.93  61.70  95.70  94.34    458   20.199    16    8.968   29.167
  0.00  44.39  21.99  63.42  95.70  94.34    459   20.257    16    8.968   29.226
  0.00  44.39  75.96  63.42  95.70  94.34    459   20.257    16    8.968   29.226
 59.34   0.00  12.69  65.16  95.70  94.34    460   20.310    16    8.968   29.279
 59.34   0.00  41.37  65.16  95.70  94.34    460   20.310    16    8.968   29.279
 59.34   0.00  73.55  65.16  95.70  94.34    460   20.310    16    8.968   29.279
  0.00  18.56  12.58  71.67  95.70  94.34    461   20.354    16    8.968   29.323
  0.00  18.56  58.23  71.67  95.70  94.34    461   20.354    16    8.968   29.323
 45.63   0.00   1.99  72.34  95.70  94.34    462   20.380    16    8.968   29.348
 45.63   0.00  51.74  72.34  95.70  94.34    462   20.380    16    8.968   29.348
  0.00  53.28   0.00  73.91  95.70  94.34    463   20.418    16    8.968   29.387
  0.00  53.28  47.85  73.91  95.70  94.34    463   20.418    16    8.968   29.387
  2.39  53.28 100.00  73.99  95.70  94.34    464   20.418    16    8.968   29.387
 53.19   0.00  43.91  75.84  95.70  94.34    464   20.460    16    8.968   29.428
 53.19  30.91 100.00  76.57  95.70  94.34    465   20.460    16    8.968   29.428
  0.00  62.43  47.93  77.63  95.70  94.34    465   20.505    16    8.968   29.474
  0.49  62.43 100.00  77.65  95.70  94.34    466   20.505    16    8.968   29.474
 56.83   0.00  43.96  79.72  95.70  94.34    466   20.551    16    8.968   29.519
 56.83  24.85 100.00  80.47  95.70  94.34    467   20.551    16    8.968   29.519
  0.00  57.49  45.97  81.51  95.70  94.34    467   20.611    16    8.968   29.579
  0.00  57.49  84.63  81.51  95.70  94.34    467   20.611    16    8.968   29.579
 99.96  57.49  97.75  82.88  95.70  94.34    468   20.611    16    8.968   29.579
 99.96   0.00  58.03  84.63  95.70  94.34    468   20.684    16    8.968   29.652
 99.96   0.00  93.76  84.63  95.70  94.34    468   20.684    16    8.968   29.652
  0.00  98.07  41.84  85.91  95.70  94.34    469   20.709    16    8.968   29.677
  0.00  98.07  97.56  85.91  95.70  94.34    470   20.709    16    8.968   29.677
 39.47   0.00  46.03  86.64  95.70  94.34    470   20.738    16    8.968   29.706
  0.00  98.08   0.00  88.36  95.70  94.34    471   20.778    16    8.968   29.746
  0.00  98.08  47.90  88.36  95.70  94.34    471   20.778    16    8.968   29.746
  0.00  98.08  99.79  88.36  95.70  94.34    472   20.778    16    8.968   29.746
 47.72   0.00  45.94  90.08  95.70  94.34    472   20.821    16    8.968   29.790
 47.72   0.00  97.87  90.08  95.70  94.34    473   20.821    16    8.968   29.790
  0.00  43.29  39.96  92.09  95.70  94.34    473   20.866    16    8.968   29.835
 12.32  43.29 100.00  92.57  95.70  94.34    474   20.866    16    8.968   29.835
 44.40   0.00  45.97  93.82  95.70  94.34    474   20.922    16    8.968   29.890
 44.40   0.00  99.94  93.82  95.70  94.34    475   20.922    16    8.968   29.890
  0.00  46.88  36.69  95.54  95.70  94.34    475   20.978    16    8.968   29.947
  0.00  46.88  61.38  95.54  95.70  94.34    475   20.978    16    8.968   29.947
  0.00  46.88  91.74  95.54  95.70  94.34    475   20.978    16    8.968   29.947
 35.29  46.88  91.74  97.19  95.72  94.34    476   21.120    17    8.968   30.088
 35.29  46.88  91.74  97.19  95.72  94.34    476   21.120    17    8.968   30.088
 35.29  46.88  91.74  97.19  95.72  94.34    476   21.120    17    8.968   30.088
  0.00   0.00   0.00  17.69  95.72  94.34    476   21.120    17    9.798   30.918
  0.00   0.00  57.82  17.69  95.72  94.34    476   21.120    17    9.798   30.918
