  S0     S1     E      O      M     CCS    YGC     YGCT    FGC    FGCT     GCT   
 99.96   0.00  96.14  59.66  95.84  94.34    625   27.824    20   11.507   39.331
  0.00  96.72  43.75  61.33  95.84  94.34    626   27.852    20   11.507   39.359
  0.00  96.72  97.44  61.33  95.84  94.34    627   27.852    20   11.507   39.359
 42.41   0.00  43.84  62.01  95.84  94.34    627   27.879    20   11.507   39.387
 42.41   0.00  99.63  62.01  95.84  94.34    628   27.879    20   11.507   39.387
  0.00  99.16  45.89  63.75  95.84  94.34    628   27.920    20   11.507   39.427
 35.71  99.16 100.00  64.90  95.84  94.34    629   27.920    20   11.507   39.427
 51.33   0.00  51.92  65.50  95.84  94.34    629   27.963    20   11.507   39.471
 51.33  30.28 100.00  66.92  95.84  94.34    630   27.963    20   11.507   39.471
  0.00  46.30  51.95  67.53  95.84  94.34    630   28.007    20   11.507   39.515
 17.30  46.30 100.00  68.17  95.84  94.34    631   28.007    20   11.507   39.515
 48.04   0.00  47.97  69.28  95.84  94.34    631   28.060    20   11.507   39.567
 48.04   0.33 100.00  69.28  95.84  94.34    632   28.060    20   11.507   39.567
  0.00  50.26  37.98  71.02  95.84  94.34    632   28.113    20   11.507   39.620
  0.00  50.26  60.31  71.02  95.84  94.34    632   28.113    20   11.507   39.620
  0.00  50.26  96.64  71.02  95.84  94.34    633   28.113    20   11.507   39.620
 35.31   0.00  36.79  77.26  95.84  94.34    633   28.162    20   11.507   39.669
 35.31   0.00  90.38  77.26  95.84  94.34    633   28.162    20   11.507   39.669
  0.00  42.84  35.82  78.44  95.84  94.34    634   28.189    20   11.507   39.697
  0.00  42.84  87.74  78.44  95.84  94.34    634   28.189    20   11.507   39.697
 60.92   0.00  31.90  79.85  95.84  94.34    635   28.227    20   11.507   39.734
 60.92   0.00  85.72  79.85  95.84  94.34    635   28.227    20   11.507   39.734
  0.00  56.39  29.94  81.79  95.84  94.34    636   28.270    20   11.507   39.777
  0.00  56.39  79.83  81.79  95.84  94.34    636   28.270    20   11.507   39.777
 68.08   0.00  23.97  83.61  95.84  94.34    637   28.317    20   11.507   39.825
 68.08   0.00  75.90  83.61  95.84  94.34    637   28.317    20   11.507   39.825
  0.00  59.79  15.99  85.71  95.84  94.34    638   28.365    20   11.507   39.872
  0.00  59.79  69.94  85.71  95.84  94.34    638   28.365    20   11.507   39.872
 63.70   0.00   8.00  87.53  95.84  94.34    639   28.427    20   11.507   39.935
 63.70   0.00  55.97  87.53  95.84  94.34    639   28.427    20   11.507   39.935
 63.70   0.00  89.95  87.53  95.84  94.34    639   28.427    20   11.507   39.935
  0.00 100.00   7.98  90.91  95.84  94.34    640   28.503    20   11.507   40.011
  0.00 100.00  54.48  90.91  95.84  94.34    640   28.503    20   11.507   40.011
  0.00 100.00  98.15  90.91  95.84  94.34    640   28.503    20   11.507   40.011
 28.23   0.00  45.78  92.07  95.88  94.34    641   28.530    20   11.507   40.037
 28.23   0.00 100.00  92.07  95.88  94.34    642   28.530    20   11.507   40.037
  0.00  41.04  48.03  92.92  95.88  94.34    642   28.561    20   11.507   40.068
 50.12   0.00   0.00  94.65  95.88  94.34    643   28.602    20   11.507   40.109
 50.12   0.00  49.90  94.65  95.88  94.34    643   28.602    20   11.507   40.109
 50.12   2.65 100.00  94.75  95.88  94.34    644   28.602    20   11.507   40.109
  0.00  49.66   0.00  96.38  95.88  94.34    644   28.648    21   11.507   40.155
  0.00   0.00   9.99   6.41  95.88  94.34    644   28.648    21   11.932   40.580
  0.00   0.00  63.92   6.41  95.88  94.34    644   28.648    21   11.932   40.580
 49.15   0.00  11.99   6.41  95.88  94.34    645   28.676    21   11.932   40.607
 49.15   0.00  67.94   6.41  95.88  94.34    645   28.676    21   11.932   40.607
  0.00  46.54  11.99   8.14  95.88  94.34    646   28.724    21   11.932   40.656
  0.00  46.54  65.96   8.14  95.88  94.34    646   28.724    21   11.932   40.656
 52.61   0.00   6.00   9.90  95.88  94.34    647   28.773    21   11.932   40.704
 52.61   0.00  45.98   9.90  95.88  94.34    647   28.773    21   11.932   40.704
 52.61   0.00  65.60   9.90  95.88  94.34    647   28.773    21   11.932   40.704
  0.00  30.70  23.04  16.13  95.88  94.34    648   28.818    21   11.932   40.749
  0.00  30.70  60.75  16.13  95.88  94.34    648   28.818    21   11.932   40.749
 42.44   0.00   5.97  17.20  95.88  94.34    649   28.841    21   11.932   40.773
 42.44   0.00  61.68  17.20  95.88  94.34    649   28.841    21   11.932   40.773
  0.00  55.86   3.99  18.59  95.88  94.34    650   28.875    21   11.932   40.806
  0.00  55.86  57.81  18.59  95.88  94.34    650   28.875    21   11.932   40.806
 57.87   0.00   2.00  20.53  95.88  94.34    651   28.914    21   11.932   40.845
 57.87   0.00  52.23  20.53  95.88  94.34    651   28.914    21   11.932   40.845
 57.87  31.68 100.00  21.23  95.88  94.34    652   28.914    21   11.932   40.845
  0.00  65.80  45.93  22.34  95.88  94.34    652   28.962    21   11.932   40.894
  0.00  65.80  99.86  22.34  95.88  94.34    653   28.962    21   11.932   40.894
 62.26   0.00  41.96  24.43  95.88  94.34    653   29.006    21   11.932   40.937
 62.26  12.12 100.00  24.78  95.88  94.34    654   29.006    21   11.932   40.937
  0.00  59.86  43.97  26.24  95.88  94.34    654   29.064    21   11.932   40.996
  0.00  59.86  84.62  26.24  95.88  94.34    654   29.064    21   11.932   40.996
 79.02  59.86  98.50  27.13  95.88  94.34    655   29.064    21   11.932   40.996
 99.96   0.00  38.91  28.93  95.88  94.34    655   29.132    21   11.932   41.063
 99.96   0.00  88.21  28.93  95.88  94.34    655   29.132    21   11.932   41.063
  0.00  96.41  35.79  30.60  95.88  94.34    656   29.158    21   11.932   41.089
  0.00  96.41  89.48  30.60  95.88  94.34    656   29.158    21   11.932   41.089
 42.36   0.00  37.86  31.28  95.88  94.34    657   29.184    21   11.932   41.115
 42.36   0.00  91.66  31.28  95.88  94.34    657   29.184    21   11.932   41.115
  0.00  99.16  37.91  33.02  95.88  94.34    658   29.223    21   11.932   41.155
  0.00  99.16  90.13  33.02  95.88  94.34    658   29.223    21   11.932   41.155
 51.27   0.00  33.95  34.76  95.88  94.34    659   29.265    21   11.932   41.197
 51.27   0.00  87.86  34.76  95.88  94.34    659   29.265    21   11.932   41.197
  0.00  46.30  33.97  36.79  95.88  94.34    660   29.307    21   11.932   41.239
  0.00  46.30  87.91  36.79  95.88  94.34    660   29.307    21   11.932   41.239
 47.98   0.00  29.98  38.54  95.88  94.34    661   29.365    21   11.932   41.297
 47.98   0.00  81.95  38.54  95.88  94.34    661   29.365    21   11.932   41.297
  0.00  50.20  20.68  40.29  95.88  94.34    662   29.422    21   11.932   41.354
  0.00  50.20  52.67  40.29  95.88  94.34    662   29.422    21   11.932   41.354
  0.00  50.20  84.78  40.29  95.88  94.34    662   29.422    21   11.932   41.354
 35.45   0.00  22.89  46.53  95.88  94.34    663   29.470    21   11.932   41.402
 35.45   0.00  68.55  46.53  95.88  94.34    663   29.470    21   11.932   41.402
  0.00  42.84  13.93  47.71  95.88  94.34    664   29.496    21   11.932   41.428
  0.00  42.84  67.67  47.71  95.88  94.34    664   29.496    21   11.932   41.428
 60.92   0.00  11.96  49.12  95.88  94.34    665   29.533    21   11.932   41.464
 60.92   0.00  53.83  49.12  95.88  94.34    665   29.533    21   11.932   41.464
  0.00  56.46   0.00  51.06  95.88  94.34    666   29.573    21   11.932   41.505
  0.00  56.46  47.90  51.06  95.88  94.34    666   29.573    21   11.932   41.505
  0.00  56.46  99.79  51.06  95.88  94.34    667   29.573    21   11.932   41.505
 68.08   0.00  41.94  52.88  95.88  94.34    667   29.620    21   11.932   41.551
 68.08  17.24 100.00  53.69  95.88  94.34    668   29.620    21   11.932   41.551
  0.00  59.86  45.96  54.98  95.88  94.34    668   29.667    21   11.932   41.599
  0.00  59.86  99.91  54.98  95.88  94.34    669   29.667    21   11.932   41.599
 62.03   0.00  37.98  56.80  95.88  94.34    669   29.722    21   11.932   41.653
 62.03   0.00  81.95  56.80  95.88  94.34    669   29.722    21   11.932   41.653
 62.03   0.00 100.00  56.80  95.88  94.34    670   29.722    21   11.932   41.653
  0.00  99.96  23.97  60.18  95.88  94.34    670   29.794    21   11.932   41.726
  0.00  99.96  78.40  60.18  95.88  94.34    670   29.794    21   11.932   41.726
 27.84   0.00  23.91  61.33  95.88  94.34    671   29.819    21   11.932   41.750
 27.84   0.00  79.79  61.33  95.88  94.34    671   29.819    21   11.932   41.750
  0.00  41.04  28.11  62.18  95.88  94.34    672   29.849    21   11.932   41.780
  0.00  41.04  81.98  62.18  95.88  94.34    672   29.849    21   11.932   41.780
 50.18   0.00  29.95  63.91  95.88  94.34    673   29.888    21   11.932   41.820
 50.18   0.00  82.22  63.91  95.88  94.34    673   29.888    21   11.932   41.820
  0.00  49.66  25.97  65.64  95.88  94.34    674   29.933    21   11.932   41.864
  0.00  49.66  81.91  65.64  95.88  94.34    674   29.933    21   11.932   41.864
 49.22   0.00  25.98  67.66  95.88  94.34    675   29.977    21   11.932   41.909
 49.22   0.00  77.95  67.66  95.88  94.34    675   29.977    21   11.932   41.909
  0.00  46.54  19.99  69.39  95.88  94.34    676   30.036    21   11.932   41.968
  0.00  46.54  73.97  69.39  95.88  94.34    676   30.036    21   11.932   41.968
 52.61   0.00  10.00  71.15  95.88  94.34    677   30.094    21   11.932   42.026
 52.61   0.00  45.99  71.15  95.88  94.34    677   30.094    21   11.932   42.026
 52.61   0.00  77.99  71.15  95.88  94.34    677   30.094    21   11.932   42.026
  0.00  30.80  23.04  77.37  95.88  94.34    678   30.142    21   11.932   42.073
  0.00  30.80  66.69  77.37  95.88  94.34    678   30.142    21   11.932   42.073
 42.44   0.00  11.94  78.45  95.88  94.34    679   30.168    21   11.932   42.100
 42.44   0.00  65.66  78.45  95.88  94.34    679   30.168    21   11.932   42.100
  0.00  55.86   7.97  79.84  95.88  94.34    680   30.208    21   11.932   42.140
  0.00  55.86  61.79  79.84  95.88  94.34    680   30.208    21   11.932   42.140
 57.94   0.00   5.99  81.79  95.88  94.34    681   30.255    21   11.932   42.187
 57.94   0.00  55.88  81.79  95.88  94.34    681   30.255    21   11.932   42.187
  0.00  65.73   0.00  83.59  95.88  94.34    682   30.302    21   11.932   42.234
  0.00  65.73  49.93  83.59  95.88  94.34    682   30.302    21   11.932   42.234
  8.65  65.73 100.00  83.86  95.88  94.34    683   30.302    21   11.932   42.234
 62.18   0.00  45.96  85.69  95.88  94.34    683   30.349    21   11.932   42.281
 62.18   0.00  97.91  85.69  95.88  94.34    684   30.349    21   11.932   42.281
  0.00  59.94  37.98  87.49  95.88  94.34    684   30.411    21   11.932   42.342
  0.00  59.94  80.62  87.49  95.88  94.34    684   30.411    21   11.932   42.342
100.00  59.94  98.50  89.24  95.88  94.34    685   30.411    21   11.932   42.342
100.00   0.00  60.46  90.18  95.88  94.34    685   30.482    21   11.932   42.413
100.00   0.00  92.17  90.18  95.88  94.34    685   30.482    21   11.932   42.413
  0.00  96.72  41.76  91.84  95.88  94.34    686   30.511    21   11.932   42.443
  0.00  96.72  95.44  91.84  95.88  94.34    686   30.511    21   11.932   42.443
 42.41   0.00  31.88  92.52  95.88  94.34    687   30.541    21   11.932   42.472
 42.41   0.00  85.68  92.52  95.88  94.34    687   30.541    21   11.932   42.472
  0.00  99.40  31.92  94.27  95.88  94.34    688   30.582    21   11.932   42.514
  0.00  99.40  85.79  94.27  95.88  94.34    688   30.582    21   11.932   42.514
 51.33   0.00  27.96  96.01  95.88  94.34    689   30.628    21   11.932   42.559
 51.33   0.00  81.87  96.01  95.88  94.34    689   30.628    21   11.932   42.559
  0.00  46.30   0.00  98.04  95.88  94.34    690   30.676    22   11.932   42.607
  0.00  46.30   0.00  98.04  95.88  94.34    690   30.676    22   11.932   42.607
  0.00   0.00  27.97   8.02  95.88  94.34    690   30.676    22   12.427   43.102
  0.00   0.00  81.92   8.02  95.88  94.34    690   30.676    22   12.427   43.102
 48.11   0.00  27.98   8.02  95.88  94.34    691   30.707    22   12.427   43.134
 48.11   0.00  81.95   8.02  95.88  94.34    691   30.707    22   12.427   43.134
  0.00  50.33  17.99   9.77  95.88  94.34    692   30.762    22   12.427   43.189
  0.00  50.33  51.98   9.77  95.88  94.34    692   30.762    22   12.427   43.189
  0.00  50.33  84.09   9.77  95.88  94.34    692   30.762    22   12.427   43.189
 35.31   0.00  22.89  16.01  95.88  94.34    693   30.808    22   12.427   43.235
 35.31   0.00  70.53  16.01  95.88  94.34    693   30.808    22   12.427   43.235
  0.00  42.84  15.92  17.19  95.88  94.34    694   30.833    22   12.427   43.260
  0.00  42.84  69.66  17.19  95.88  94.34    694   30.833    22   12.427   43.260
 60.92   0.00  11.96  18.60  95.88  94.34    695   30.866    22   12.427   43.293
 60.92   0.00  63.79  18.60  95.88  94.34    695   30.866    22   12.427   43.293
  0.00  56.39   7.98  20.54  95.88  94.34    696   30.905    22   12.427   43.332
  0.00  56.39  57.88  20.54  95.88  94.34    696   30.905    22   12.427   43.332
 68.15   0.00   2.00  22.36  95.88  94.34    697   30.951    22   12.427   43.377
 68.15   0.00  53.93  22.36  95.88  94.34    697   30.951    22   12.427   43.377
  0.00  59.79   0.00  24.45  95.88  94.34    698   30.995    22   12.427   43.421
  0.00  59.79  47.96  24.45  95.88  94.34    698   30.995    22   12.427   43.421
  0.00  59.79  99.91  24.45  95.88  94.34    699   30.995    22   12.427   43.421
 63.70   0.00  39.98  26.28  95.88  94.34    699   31.055    22   12.427   43.481
 63.70   0.00  81.95  26.28  95.88  94.34    699   31.055    22   12.427   43.481
 63.70   0.00  99.69  26.28  95.88  94.34    700   31.055    22   12.427   43.481
  0.00 100.00  34.11  29.66  95.88  94.34    700   31.125    22   12.427   43.552
  0.00 100.00  80.28  29.66  95.88  94.34    700   31.125    22   12.427   43.552
 28.31   0.00  27.87  30.82  95.88  94.34    701   31.149    22   12.427   43.576
 28.31   0.00  81.61  30.82  95.88  94.34    701   31.149    22   12.427   43.576
  0.00  40.99  30.08  31.67  95.88  94.34    702   31.177    22   12.427   43.604
  0.00  40.99  85.91  31.67  95.88  94.34    702   31.177    22   12.427   43.604
 50.12   0.00  31.94  33.40  95.88  94.34    703   31.215    22   12.427   43.641
 50.12   0.00  84.18  33.40  95.88  94.34    703   31.215    22   12.427   43.641
  0.00  49.72  29.96  35.13  95.88  94.34    704   31.256    22   12.427   43.683
  0.00  49.72  85.89  35.13  95.88  94.34    704   31.256    22   12.427   43.683
 49.15   0.00  31.97  37.15  95.88  94.34    705   31.298    22   12.427   43.725
 49.15   0.00  83.93  37.15  95.88  94.34    705   31.298    22   12.427   43.725
  0.00  46.48  25.99  38.88  95.88  94.34    706   31.355    22   12.427   43.782
  0.00  46.48  79.96  38.88  95.88  94.34    706   31.355    22   12.427   43.782
 52.61   0.00  15.99  40.63  95.88  94.34    707   31.412    22   12.427   43.839
 52.61   0.00  47.98  40.63  95.88  94.34    707   31.412    22   12.427   43.839
 52.61   0.00  77.99  40.63  95.88  94.34    707   31.412    22   12.427   43.839
  0.00  30.80  23.04  46.86  95.88  94.34    708   31.458    22   12.427   43.885
  0.00  30.80  70.67  46.86  95.88  94.34    708   31.458    22   12.427   43.885
 42.44   0.00  17.91  47.93  95.88  94.34    709   31.483    22   12.427   43.909
 42.44   0.00  69.64  47.93  95.88  94.34    709   31.483    22   12.427   43.909
  0.00  55.72  13.95  49.32  95.88  94.34    710   31.518    22   12.427   43.944
  0.00  55.72  67.77  49.32  95.88  94.34    710   31.518    22   12.427   43.944
 57.94   0.00  11.97  51.26  95.88  94.34    711   31.558    22   12.427   43.985
 57.94   0.00  62.20  51.26  95.88  94.34    711   31.558    22   12.427   43.985
  0.00  65.73   5.99  53.07  95.88  94.34    712   31.604    22   12.427   44.031
  0.00  65.73  57.92  53.07  95.88  94.34    712   31.604    22   12.427   44.031
 62.18   0.00   0.00  55.16  95.88  94.34    713   31.649    22   12.427   44.076
 62.18   0.00  51.95  55.16  95.88  94.34    713   31.649    22   12.427   44.076
 62.18  10.77 100.00  55.47  95.88  94.34    714   31.649    22   12.427   44.076
  0.00  59.86  43.97  56.97  95.88  94.34    714   31.703    22   12.427   44.130
  0.00  59.86  84.62  56.97  95.88  94.34    714   31.703    22   12.427   44.130
 90.74  59.86  98.50  58.19  95.88  94.34    715   31.703    22   12.427   44.130
 99.96   0.00  49.68  59.66  95.90  94.34    715   31.774    22   12.427   44.201
 99.96   0.00  92.18  59.66  95.90  94.34    715   31.774    22   12.427   44.201
  0.00  96.72  39.77  61.33  95.90  94.34    716   31.802    22   12.427   44.229
  0.00  96.72  93.46  61.33  95.90  94.34    716   31.802    22   12.427   44.229
 42.41   0.00  39.85  62.01  95.90  94.34    717   31.831    22   12.427   44.257
 42.41   0.00  95.64  62.01  95.90  94.34    717   31.831    22   12.427   44.257
  0.00  99.16  41.90  63.75  95.90  94.34    718   31.871    22   12.427   44.298
  0.00  99.16  91.78  63.75  95.90  94.34    718   31.871    22   12.427   44.298
 51.39   0.00  37.94  65.50  95.90  94.34    719   31.916    22   12.427   44.342
 51.39   0.00  91.86  65.50  95.90  94.34    719   31.916    22   12.427   44.342
  0.00  46.30  35.96  67.53  95.90  94.34    720   31.961    22   12.427   44.387
  0.00  46.30  89.91  67.53  95.90  94.34    720   31.961    22   12.427   44.387
 48.04   0.00  31.98  69.28  95.90  94.34    721   32.013    22   12.427   44.440
 48.04   0.00  85.94  69.28  95.90  94.34    721   32.013    22   12.427   44.440
  0.00  50.33  21.99  71.02  95.90  94.34    722   32.067    22   12.427   44.494
  0.00  50.33  53.98  71.02  95.90  94.34    722   32.067    22   12.427   44.494
  0.00  50.33  84.09  71.02  95.90  94.34    722   32.067    22   12.427   44.494
 35.25   0.00  22.89  77.26  95.90  94.34    723   32.117    22   12.427   44.543
 35.25   0.00  70.53  77.26  95.90  94.34    723   32.117    22   12.427   44.543
  0.00  42.84  15.92  78.45  95.90  94.34    724   32.145    22   12.427   44.571
  0.00  42.84  69.66  78.45  95.90  94.34    724   32.145    22   12.427   44.571
 60.99   0.00   1.99  79.85  95.90  94.34    725   32.183    22   12.427   44.610
 60.99   0.00  53.83  79.85  95.90  94.34    725   32.183    22   12.427   44.610
  0.00  56.46   0.00  81.79  95.90  94.34    726   32.227    22   12.427   44.654
  0.00  56.46  47.90  81.79  95.90  94.34    726   32.227    22   12.427   44.654
 66.74  56.46 100.00  83.56  95.90  94.34    727   32.227    22   12.427   44.654
 68.08   0.00  51.93  83.61  95.90  94.34    727   32.275    22   12.427   44.702
 68.08  16.34 100.00  84.25  95.90  94.34    728   32.275    22   12.427   44.702
  0.00  59.86  45.96  85.71  95.90  94.34    728   32.328    22   12.427   44.755
  0.00  59.86  97.91  85.71  95.90  94.34    728   32.328    22   12.427   44.755
 63.78   0.00  37.98  87.53  95.90  94.34    729   32.383    22   12.427   44.810
 63.78   0.00  79.95  87.53  95.90  94.34    729   32.383    22   12.427   44.810
 63.78   0.00  99.69  87.53  95.90  94.34    729   32.383    22   12.427   44.810
  0.00 100.00  23.94  90.91  95.90  94.34    730   32.457    22   12.427   44.884
  0.00 100.00  76.31  90.91  95.90  94.34    730   32.457    22   12.427   44.884
 28.23   0.00  23.88  92.09  95.90  94.34    731   32.484    22   12.427   44.911
 28.23   0.00  77.63  92.09  95.90  94.34    731   32.484    22   12.427   44.911
  0.00  40.99  24.10  92.94  95.90  94.34    732   32.515    22   12.427   44.942
  0.00  40.99  79.93  92.94  95.90  94.34    732   32.515    22   12.427   44.942
 50.18   0.00  25.95  94.67  95.90  94.34    733   32.557    22   12.427   44.984
 50.18   0.00  69.86  94.67  95.90  94.34    733   32.557    22   12.427   44.984
  0.00  49.66   0.00  96.40  95.90  94.34    734   32.605    23   12.427   45.031
  0.00  49.66   0.00  96.40  95.90  94.34    734   32.605    23   12.427   45.031
  0.00   0.00  31.96   6.41  95.90  94.34    734   32.605    23   12.838   45.443
  0.00   0.00  85.89   6.41  95.90  94.34    734   32.605    23   12.838   45.443
 49.22   0.00  33.97   6.41  95.90  94.34    735   32.638    23   12.838   45.477
 49.22   0.00  85.93   6.41  95.90  94.34    735   32.638    23   12.838   45.477
  0.00  46.54  29.98   8.14  95.90  94.34    736   32.686    23   12.838   45.524
  0.00  46.54  83.95   8.14  95.90  94.34    736   32.686    23   12.838   45.524
 52.68   0.00  21.99   9.90  95.90  94.34    737   32.735    23   12.838   45.573
 52.68   0.00  47.98   9.90  95.90  94.34    737   32.735    23   12.838   45.573
 52.68   0.00  79.99   9.90  95.90  94.34    737   32.735    23   12.838   45.573
  0.00  30.76  25.02  16.12  95.90  94.34    738   32.779    23   12.838   45.618
  0.00  30.76  76.63  16.12  95.90  94.34    738   32.779    23   12.838   45.618
 42.44   0.00  23.88  17.20  95.90  94.34    739   32.802    23   12.838   45.641
 42.44   0.00  77.60  17.20  95.90  94.34    739   32.802    23   12.838   45.641
  0.00  55.86  19.93  18.59  95.90  94.34    740   32.837    23   12.838   45.675
  0.00  55.86  73.75  18.59  95.90  94.34    740   32.837    23   12.838   45.675
 57.94   0.00  17.96  20.53  95.90  94.34    741   32.876    23   12.838   45.714
 57.94   0.00  68.19  20.53  95.90  94.34    741   32.876    23   12.838   45.714
  0.00  65.73   9.99  22.34  95.90  94.34    742   32.927    23   12.838   45.765
  0.00  65.73  63.91  22.34  95.90  94.34    742   32.927    23   12.838   45.765
 62.26   0.00   5.99  24.43  95.90  94.34    743   32.973    23   12.838   45.811
 62.26   0.00  57.95  24.43  95.90  94.34    743   32.973    23   12.838   45.811
  0.00  59.86   0.00  26.24  95.90  94.34    744   33.030    23   12.838   45.868
  0.00  59.86  47.97  26.24  95.90  94.34    744   33.030    23   12.838   45.868
  0.00  59.86  88.62  26.24  95.90  94.34    744   33.030    23   12.838   45.868
100.00   0.00   0.00  28.93  95.90  94.34    745   33.099    23   12.838   45.937
100.00   0.00  60.46  28.93  95.90  94.34    745   33.099    23   12.838   45.937
100.00   0.00  96.14  28.93  95.90  94.34    745   33.099    23   12.838   45.937
  0.00  96.41  43.75  30.60  95.90  94.34    746   33.124    23   12.838   45.963
  0.00  96.41  97.44  30.60  95.90  94.34    747   33.124    23   12.838   45.963
 42.41   0.00  45.83  31.28  95.90  94.34    747   33.151    23   12.838   45.989
 42.41   0.00  99.63  31.28  95.90  94.34    748   33.151    23   12.838   45.989
  0.00  99.40  45.89  33.02  95.90  94.34    748   33.189    23   12.838   46.027
 38.77  99.40 100.00  34.28  95.90  94.34    749   33.189    23   12.838   46.027
 51.33   0.00  41.93  34.77  95.90  94.34    749   33.231    23   12.838   46.069
 51.33  24.51 100.00  35.95  95.90  94.34    750   33.231    23   12.838   46.069
  0.00  46.30  51.95  36.80  95.90  94.34    750   33.274    23   12.838   46.113
 17.93  46.30 100.00  37.45  95.90  94.34    751   33.274    23   12.838   46.113
 48.04   0.00  45.97  38.55  95.90  94.34    751   33.333    23   12.838   46.171
 48.04   0.00  99.93  38.55  95.90  94.34    752   33.333    23   12.838   46.171
  0.00  50.26  37.98  40.29  95.90  94.34    752   33.389    23   12.838   46.227
  0.00  50.26  56.75  40.29  95.90  94.34    752   33.389    23   12.838   46.227
  0.00  50.26  86.09  40.29  95.90  94.34    753   33.389    23   12.838   46.227
 35.25   0.00  24.89  46.53  95.90  94.34    753   33.438    23   12.838   46.277
 35.25   0.00  24.89  46.53  95.90  94.34    753   33.438    23   12.838   46.277
 35.25   0.00  24.89  46.53  95.90  94.34    753   33.438    23   12.838   46.277
 35.25   0.00  24.89  46.53  95.90  94.34    753   33.438    23   12.838   46.277
 35.25   0.00  24.89  46.53  95.90  94.34    753   33.438    23   12.838   46.277
